text,book
"Radoboj were laid down, Dr. Heer of Zurich has shown that at least eighty-three distinct species of ants already existed; and the number that have left no trace behind is most probably far greater. Some of the beetles and woodlice which ants domesticate in their nests have been kept underground so long that they have become quite blind--that is to say, have ceased altogether to produce eyes, which would be of no use to them in their subterranean galleries; and one such blind beetle, known as Claviger, has even lost the power of feeding itself, and has to be fed by its masters from their own mandibles. Dr. Taschenberg enumerates 300 species of true ants'-nest insects, mostly beetles, in Germany alone; and M. André gives a list of 584 kinds, habitually found in association with ants in one country or another. Compared with these singular results of formican selection, the",c
"to glorify itself at the expense of poor, commonplace, inferior talent. There is a certain type of great man in particular which is never tired of dilating upon the noble supremacy of its own greatness over the spurious imitation. It offers incense obliquely to itself in offering it generically to the class genius. It brings ghee to its own image. There are great men, for example, such as Lord Lytton, Disraeli, Victor Hugo, the Lion Comique, and Mr. Oscar Wilde, who pose perpetually as great men; they cry aloud to the poor silly public so far beneath them, 'I am a genius! Admire me! Worship me!' Against this Byronic self-elevation on an aërial pedestal, high above the heads of the blind and battling multitude, we poor common mortals, who are not unfortunately geniuses, are surely entitled to enter occasionally our humble protest. Our contention is that the genius only differs",c
"Australia still sticks at. About the beginning of the tertiary period, however, just after the chalk was all deposited, and just before the comparatively modern clays and sandstones of the London basin began to be laid down, an arm of the sea broke up the connection which once subsisted between Australia and the rest of the world, probably by a land bridge, _viâ_ Java, Sumatra, the Malay peninsula, and Asia generally. 'But how do you know,' asks the candid inquirer, 'that such a connection ever existed at all?' Simply thus, most laudable investigator--because there are large land mammals in Australia. Now, large land mammals do not swim across a broad ocean. There are none in New Zealand, none in the Azores, none in Fiji, none in Tahiti, none in Madeira, none in Teneriffe--none, in short, in any oceanic island which never at any time formed part of a great continent.",c
"sunshine on the ice-bound coast. But during the greatest extension of the North-European ice-sheet it is probable that life in London was completely extinct; the metropolitan area did not even vegetate. Snow and snow and snow and snow was then the short sum-total of British scenery. Murray's Guides were rendered quite unnecessary, and penny ices were a drug in the market. England was given up to one unchanging universal winter. Slowly, however, times altered, as they are much given to doing; and a new era dawned upon Britain. The thermometer rose rapidly, or at least it would have risen, with effusion, if it had yet been invented. The land emerged from the sea, and southern plants and animals began to invade the area that was afterwards to be England, across the broad belt which then connected us with the Continental system. But in those days communications were slow and land",c
"the old and fallacious reason 'because there's a B in both.' But cactuses, like camels, take in their water supply whenever they can get it, and never waste any of it on the way by needless evaporation. As they form the perfect central type of desert vegetation, and are also familiar plants to everyone, they may be taken as a good illustrative example of the effect that desert conditions inevitably produce upon vegetable evolution. Quaint, shapeless, succulent, jointed, the cactuses look at first sight as if they were all leaves, and had no stem or trunk worth mentioning. Of course, therefore, the exact opposite is really the case; for, as a late lamented poet has assured us in mournful numbers, things (generally speaking) are not what they seem. The true truth about the cactuses runs just the other way; they are all stem and no leaves; what look like leaves",c
"quantities, and that two pores on their last segment but two may have been gradually specialised into regular secreting organs, perhaps under the peculiar agency of the ants, who have regularly appropriated so many kinds of aphides as miniature milch cows. So completely have some species of ants come to recognise their own proprietary interest in the persons of the aphides, that they provide them with fences and cow-sheds on the most approved human pattern. Sometimes they build up covered galleries to protect their tiny cattle; and these galleries lead from the nest to the place where the aphides are fixed, and completely enclose the little creatures from all chance of harm. If intruders try to attack the farmyard, the ants drive them away by biting and lacerating them. Sir John Lubbock, who has paid great attention to the mutual relations of ants and aphides, has even shown that various",c
"other plants of ancient cultivation, they shade off into one another by infinitesimal gradations. Two principal sorts, however, are commonly recognised--the true banana of commerce, and the common plantain. The banana proper is eaten raw, as a fruit, and is allowed accordingly to ripen thoroughly before being picked for market; the plantain, which is the true food-stuff of all the equatorial region in both hemispheres, is gathered green and roasted as a vegetable, or, to use the more expressive West Indian negro phrase, as a bread-kind. Millions of human beings in Asia, Africa, America, and the islands of the Pacific Ocean live almost entirely on the mild and succulent but tasteless plantain. Some people like the fruit; to me personally it is more suggestive of a very flavourless over-ripe pear than of anything else in heaven or earth or the waters that are under the earth--the latter being the most",c
"of accurate scientific knowledge on the part of the toads which is truly lamentable. A toad who really wished to qualify himself for the post ought at least to avoid presenting himself before a critical eye in the foolish guise of an embodied anachronism. He reminds one of the Roman mother in a popular burlesque, who suspects her son of smoking, and vehemently declares that she smells tobacco, but, after a moment, recollects the historical proprieties, and mutters to herself, apologetically, 'No, not tobacco; that's not yet invented.' A would-be silurian or triassic toad ought, in like manner, to remember that in the ages to whose honours he aspires his own amphibian kind was not yet developed. He ought rather to come out in the character of a ceratodus or a labyrinthodon. Again, another adult toad crawls into the hollow of a tree, and there hibernates. The bark partially closes",c
"senses quickened by hunger, the true mother of invention, must learn at last to pierce such flimsy disguises, and suspect a stick insect in the most innocent-looking and apparently rigid twigs. The final step, therefore, consists in the production of that extraordinary actor, the _Xeroxylus laceratus_, whose formidable name means no more than 'ragged dry-stick,' and which really mimics down to the minutest particular a broken twig, overgrown with mosses, liverworts, and lichens. Take, on the other hand, the well-known case of that predaceous mantis which exactly imitates the white ants, and, mixing with them like one of their own horde, quietly devours a stray fat termite or so, from time to time, as occasion offers. Here we must suppose that the ancestral mantis happened to be somewhat paler and smaller than most of its fellow-tribesmen, and so at times managed unobserved to mingle with the white ants, especially in",c
"more complete among cold-blooded creatures, whose bodies do not need to be kept heated to the same degree, and with whom, accordingly, hibernation becomes almost a complete torpor, the breathing and the action of the heart being still further reduced to very nearly zero. Mollusks in particular, like oysters and mussels, lead very monotonous and uneventful lives, only varied as a rule by the welcome change of being cut out of their shells and eaten alive; and their powers of living without food under adverse circumstances are really very remarkable. Freshwater snails and mussels, in cold weather, bury themselves in the mud of ponds or rivers; and land-snails hide themselves in the ground or under moss and leaves. The heart then ceases perceptibly to beat, but respiration continues in a very faint degree. The common garden snail closes the mouth of his shell when he wants to hibernate, with a",c
"by going sometimes one way and sometimes the other. EVOLUTION Everybody nowadays talks about evolution. Like electricity, the cholera germ, woman's rights, the great mining boom, and the Eastern Question, it is 'in the air.' It pervades society everywhere with its subtle essence; it infects small-talk with its familiar catchwords and its slang phrases; it even permeates that last stronghold of rampant Philistinism, the third leader in the penny papers. Everybody believes he knows all about it, and discusses it as glibly in his everyday conversation as he discusses the points of racehorses he has never seen, the charms of peeresses he has never spoken to, and the demerits of authors he has never read. Everybody is aware, in a dim and nebulous semi-conscious fashion, that it was all invented by the late Mr. Darwin, and reduced to a system by Mr. Herbert Spencer--don't you know?--and a lot more of",c
"to fifty, and our razor-backs to sixty or seventy. True fish generally fall far short of these enormous dimensions, but some of the larger sharks attain almost equal size with the biggest cetaceans. The common blue shark, with his twenty-five feet of solid rapacity, would have proved a tough antagonist, I venture to believe, for the best bred enaliosaurian that ever munched a lias ammonite. I would back our modern carcharodon, who grows to forty feet, against any plesiosaurus that ever swam the Jurassic sea. As for rhinodon, a gigantic shark of the Indian Ocean, he has been actually measured to a length of fifty feet, and is stated often to attain seventy. I will stake my reputation upon it that he would have cleared the secondary seas of their great saurians in less than a century. When we come to add to these enormous marine and terrestrial creatures such",c
"colocynth, croton oil, the upas tree, and the vast majority of bitter, acrid, or fiery fruits and leaves. If we had to pick up our own livelihood, as our naked ancestors had to do, from roots, seeds, and berries, we should far more readily appreciate this simple truth. We should know that a great many more plants than we now suspect are bitter or pungent, and therefore poisonous. Even in England we are familiar enough with such defences as those possessed by the outer rind of the walnut; but the tropical cashew-nut has a rind so intensely acrid that it blisters the lips and fingers instantaneously, in the same way as cantharides would do. I believe that on the whole, taking nature throughout, more fruits and nuts are poisonous, or intensely bitter, or very fiery, than are sweet, luscious, and edible. 'But,' says that fidgety person, the hypothetical objector (whom",c
"bananas. The cultivation of the various varieties in India, China, and the Malay Archipelago dates, says De Candolle, 'from an epoch impossible to realise.' Its diffusion, as that great but very oracular authority remarks, may go back to a period 'contemporary with or even anterior to that of the human races.' What this remarkably illogical sentence may mean I am at a loss to comprehend; perhaps M. de Candolle supposes that the banana was originally cultivated by pre-human gorillas; perhaps he merely intends to say that before men began to separate they sent special messengers on in front of them to diffuse the banana in the different countries they were about to visit. Even legend retains some trace of the extreme antiquity of the species as a cultivated fruit, for Adam and Eve are said to have reclined under the shadow of its branches, whence Linnæus gave to the sort",c
"the migratory system finds greater favour with the piscine population. One tropical species which adopts the tactics of hiding itself in the hard clay, the African mud-fish, is specially interesting to us human beings on two accounts--first, because, unlike almost all other kinds of fish, it possesses lungs as well as gills; and, secondly, because it forms an intermediate link between the true fish and the frogs or amphibians, and therefore stands in all probability in the direct line of human descent, being the living representative of one among our own remote and early ancestors. Scientific interest and filial piety ought alike to secure our attention for the African mud-fish. It lives its amphibious life among the rice-fields on the Nile, the Zambesi, and the Gambia, and is so greatly given to a terrestrial existence that its swim-bladder has become porous and cellular, so as to be modified into a",c
"put it (long before the appearance of Darwin's selective theory), 'the saying that beauty is but skin-deep is itself but a skin-deep saying.' In reality, beauty is one of the very best guides we can possibly have to the desirability, so far as race-preservation is concerned, of any man or any woman as a partner in marriage. A fine form, a good figure, a beautiful bust, a round arm and neck, a fresh complexion, a lovely face, are all outward and visible signs of the physical qualities that on the whole conspire to make up a healthy and vigorous wife and mother; they imply soundness, fertility, a good circulation, a good digestion. Conversely, sallowness and paleness are roughly indicative of dyspepsia and anæmia; a flat chest is a symptom of deficient maternity; and what we call a bad figure is really, in one way or another, an unhealthy departure from",c
"and this betrayal seems at first sight like a failure of adaptation. Certainly many a rabbit must be spotted and shot, or killed by birds of prey, solely on account of that tell-tale white patch as he makes for his shelter. Nevertheless, when we come to look closer, we can see, as Mr. Wallace acutely suggests, that the tell-tale patch has its function also. On the first alarm the parent rabbits take to their heels at once, and run at any untoward sight or sound toward the safety of the burrow. The white patch and the hoisted tail act as a danger-signal to the little bunnies, and direct them which way to escape the threatened misfortune. The young ones take the hint at once and follow their leader. Thus what may be sometimes a disadvantage to the individual animal becomes in the long run of incalculable benefit to the entire",c
"of generations. At last, when the cold weather begins to set in, a fourth larval form appears, which soon obtains wings, and flies back to the same kind of oak on which the foundresses were first hatched out, all the intervening generations having passed their lives in sucking the juices of the other oak to which the second larval form migrated. The fourth type here produce perfect male and female insects, which are wingless, and have no sucking apparatus. The females, after being impregnated, lay a single egg each, which they hide in the bark, where it remains during the winter, till in spring it once more hatches out into a foundress, and the whole cycle begins over again. Whether all the aphides do or do not pass through corresponding stages is not yet quite certain. But Kentish farmers believe that the hop-fly migrates to hop-bines from plum-trees in the",c
"a Welsh doctor, a Dutch merchant, a Huguenot pastor, a cornet of horse, an Irish heiress, a farmer's daughter, a housemaid, an actress, a Devonshire beauty, a rich young lady of sugar-broking extraction, a Lady Carolina, a London lodging-house keeper. This is not by any means an exaggerated case; it would be easy, indeed, from one's own knowledge of family histories to supply a great many real examples far more startling than this partially imaginary one. With such a variety of racial and professional antecedents behind us, what infinite possibilities are opened before us of children with ability, folly, stupidity, genius? Infinite numbers of intermixtures everywhere exist in civilised societies. Most of them are passable; many of them are execrable; a few of them are admirable; and here and there, one of them consists of that happy blending of individual characteristics which we all immediately recognise as genius--at least after",c
"enormous cubes of this primæval matter. Slowly setting around common centres, however, in anticipation of Sir Isaac Newton's gravitative theories, the fluid haze gradually collected into suns and stars, whose light and heat is presumably due to the clashing together of their component atoms as they fall perpetually towards the central mass. Just as in a burning candle the impact of the oxygen atoms in the air against the carbon and hydrogen atoms in the melted and rarefied wax or tallow produces the light and heat of the flame, so in nebula or sun the impact of the various gravitating atoms one against the other produces the light and heat by whose aid we are enabled to see and know those distant bodies. The universe, according to this now fashionable nebular theory, began as a single vast ocean of matter of immense tenuity, spread all alike over all space as",c
"ages. Isolated from all the remainder of the earth about the beginning of the tertiary epoch, long before the mammoth and the mastodon had yet dreamt of appearing upon the stage of existence, long before the first shadowy ancestor of the horse had turned tail on nature's rough draft of the still undeveloped and unspecialised lion, long before the extinct dinotheriums and gigantic Irish elks and colossal giraffes of late tertiary times had even begun to run their race on the broad plains of Europe and America, the Australian continent found itself at an early period of its development cut off entirely from all social intercourse with the remainder of our planet, and turned upon itself, like the German philosopher, to evolve its own plants and animals out of its own inner consciousness. The natural consequence was that progress in Australia has been absurdly slow, and that the country as",c
"succeeding age they seem to disappear from the eastern continent, though in the western, thanks to their hand-like feet, opposable thumb, and tree-haunting life, they still drag out a precarious existence in many forms from Virginia to Chili, and from Brazil to California. It is worth while to notice, too, that whereas the kangaroos and other Australian marsupials are proverbially the very stupidest of mammals, the opossums, on the contrary, are well known to those accurate observers of animal psychology, the plantation negroes, to be the very cleverest, cunningest, and slyest of American quadrupeds. In the fierce struggle for life of the crowded American lowlands, the opossum was absolutely forced to acquire a certain amount of Yankee smartness, or else to be improved off the face of the earth by the keen competition of the pouchless mammals. Up to the day, then, when Captain Cook and Sir Joseph Banks, landing",c
"usually bent backward when the creature is at rest so as to reach nearly to his tail as he stands at ease upon his native rose-leaf. There are, however, two other features about him which specially attract attention, as being very characteristic of the aphides and their allies among all other insects. In the first place, his mouth is provided with a very long snout or proboscis, classically described as a rostrum, with which he pierces the outer skin of the rose-shoot where he lives, and sucks up incessantly its sweet juices. This organ is common to the aphis with all the other bugs and plant-lice. In the second place, he has half-way down his back (or a little more) a pair of very peculiar hollow organs, the honey tubes, from which exudes that singular secretion, the honey-dew. These tubes are not found in quite all species of aphides, but",c
"every night pulling down leaves through his tunnelled burrow into his underground nest, and there converting them by means of his castings into the black mould which produces, in the end, for lordly man, all his cultivable fields and pasture-lands and meadows. Where there are no leaves and no earth-worms, therefore, there can be no soil; and under those circumstances we get what we familiarly know as a desert. The normal course of events where new land rises above the sea is something like this, as oceanic isles have sufficiently demonstrated. The rock when it first emerges from the water rises bare and rugged like a sea-cliff; no living thing, animal or vegetable, is harboured anywhere on its naked surface. In time, however, as rain falls upon its jutting peaks and barren pinnacles, disintegration sets in, or, to speak plainer English, the rock crumbles; and soon streams wash down tiny",c
"seen to consist, first of a green outer skin, then of a fibrous coat, which afterwards becomes the hair, and next of a harder shell which finally gets quite woody; while inside all comes the actual seed or unripe nut itself. The office of the coco-nut water is the deposition of the nutty part around the side of the shell; it is, so to speak, the mother liquid, from which the harder eatable portion is afterwards derived. This state is not uncommon in embryo seeds. In a very young pea, for example, the inside is quite watery, and only the outer skin is at all solid, as we have all observed when green peas first come into season. But the special peculiarity of the coco-nut consists in the fact that this liquid condition of the interior continues even after the nut is ripe, and that is the really curious point",c
"But in the succeeding age they seem to disappear from the eastern continent, though in the western, thanks to their hand-like feet, opposable thumb, and tree-haunting life, they still drag out a precarious existence in many forms from Virginia to Chili, and from Brazil to California. It is worth while to notice, too, that whereas the kangaroos and other Australian marsupials are proverbially the very stupidest of mammals, the opossums, on the contrary, are well known to those accurate observers of animal psychology, the plantation negroes, to be the very cleverest, cunningest, and slyest of American quadrupeds. In the fierce struggle for life of the crowded American lowlands, the opossum was absolutely forced to acquire a certain amount of Yankee smartness, or else to be improved off the face of the earth by the keen competition of the pouchless mammals. Up to the day, then, when Captain Cook and Sir",c
"most part, already reached the goal set before us as a delightful one by most current schools of socialist philosophers, in which the individual is absolutely sacrificed in every way to the needs of the community. The most absurdly human, however, among all the tricks and habits of ants are their well known cattle-farming and slaveholding instincts. Everybody has heard, of course, how they keep the common rose-blight as milch cows, and suck from them the sweet honey-dew. But everybody, probably, does not yet know the large number of insects which they herd in one form or another as domesticated animals. Man has, at most, some twenty or thirty such, including cows, sheep, horses, donkeys, camels, llamas, alpacas, reindeer, dogs, cats, canaries, pigs, fowl, ducks, geese, turkeys, and silkworms. But ants have hundreds and hundreds, some of them kept obviously for purposes of food; others apparently as pets; and yet",c
"portmanteaus always has its fixed side over to the right, and its buckle to the left; in this way only can it be conveniently buckled by a right-handed person. The hands of watches and the numbers of dial-faced barometers run from left to right: this is a peculiarity dependent upon the left to right system of writing. A servant offers you dishes from the left side: you can't so readily help yourself from the right, unless left-handed. Schopenhauer despaired of the German race, because it could never be taught like the English to keep to the right side of the pavement in walking. A sword is worn at the left hip: a handkerchief is carried in the right pocket, if at the side; in the left, if in the coat-tails: in either case for the right hand to get at it most easily. A watch-pocket is made in the left",c
"a thunderbolt, exists among Europeans and savages alike. In the West of England, the labourers will tell you that the thunder-axes they dig up fell from the sky. In Brittany, says Mr. Tylor, the old man who mends umbrellas at Carnac, beside the mysterious stone avenues of that great French Stonehenge, inquires on his rounds for _pierres de tonnerre_, which of course are found with suspicious frequency in the immediate neighbourhood of prehistoric remains. In the Chinese Encyclopædia we are told that the 'lightning stones' have sometimes the shape of a hatchet, sometimes that of a knife, and sometimes that of a mallet. And then, by a curious misapprehension, the sapient author of that work goes on to observe that these lightning stones are used by the wandering Mongols instead of copper and steel. It never seems to have struck his celestial intelligence that the Mongols made the lightning stones",c
"forget the device of those animals which not merely assimilate themselves in colour to the ordinary environment in a general way, but have also the power of adapting themselves at will to whatever object they may happen to lie against. Cases like that of the ptarmigan, which in summer harmonises with the brown heather and grey rock, while in winter it changes to the white of the snow-fields, lead us up gradually to such ultimate results of the masquerading tendency. There is a tiny crustacean, the chameleon shrimp, which can alter its hue to that of any material on which it happens to rest. On a sandy bottom it appears grey or sand-coloured; when lurking among seaweed it becomes green, or red, or brown, according to the nature of its momentary background. Probably the effect is quite unconscious, or at least involuntary, like blushing with ourselves--and nobody ever blushes on",c
"of the bread or even the meat; but when they come to drowning themselves by dozens, in the pursuit of knowledge, in the soup and sherry, one feels bound to protest energetically against the spirit of martyrdom by which they are too profoundly animated. That is one of the slight drawbacks of the realms of perpetual summer; in the poets you see only one side of the picture--the palms, the orchids, the humming-birds, the great trailing lianas: in practical life you see the reverse side--the thermometer at 98°, the tepid drinking-water, the prickly heat, the perpetual languor, the endless shoals of aggressive insects. A lady of my acquaintance, indeed, made a valuable entomological collection in her own dining-room, by the simple process of consigning to pill-boxes all the moths and flies and beetles that settled upon the mangoes and star-apples in the course of dessert. Another objectionable habit of the",c
"in the familiar scriptural phrase, 'knoweth the right hand from the left.' This fact in his economy goes closely together with the other facts, that he is the only animal on this sublunary planet who habitually uses a knife and fork, articulate language, the art of cookery, the common pump, and the musical glasses. His right-handedness, in short, is part cause and part effect of his universal supremacy in animated nature. He is what he is, to a great extent, 'by his own right hand;' and his own right hand, we may shrewdly suspect, would never have differed at all from his left were it not for the manifold arts and trades and activities he practises. It was not always so, when wild in woods the noble savage ran. Man was once, in his childhood on earth, what Charles Reade wanted him again to be in his maturer centuries, ambidextrous.",c
"future ages into veritable rocs or purely realistic Gargantuas or Brobdingnagians. The present period is most undoubtedly the period of the cetaceans; and the future geologist who goes hunting for dry bones among the ooze of the Atlantic, now known to us only by the scanty dredgings of our 'Alerts' and 'Challengers,' but then upheaved into snow-clad Alps or vine-covered Apennines, will doubtless stand aghast at the huge skeletons of our whales and our razorbacks, and will mutter to himself in awe-struck astonishment, in the exact words of my friend at South Kensington, 'Things used all to be so very big in those days, usedn't they?' Now, the fact as to the comparative size of our own cetaceans and of 'geological' animals is just this. The Atlantosaurus of the Western American Jurassic beds, a great erect lizard, is the very largest creature ever known to have inhabited this sublunary sphere.",c
"sluices of the fen country, and so into the entire navigable network of the Midland counties. But there are other aliens of older settlement amongst us, aliens of American origin which nevertheless arrived in Britain, in all probability, long before Columbus ever set foot on the low basking sandbank of Cat Island. Such is the jointed pond-sedge of the Hebrides, a water-weed found abundantly in the lakes and tarns of the Isle of Skye, Mull and Coll, and the west coast of Ireland, but occurring nowhere else throughout the whole expanse of Europe or Asia. How did it get there? Clearly its seeds were either washed by the waves or carried by birds, and thus deposited on the nearest European shores to America. But if Mr. Alfred Russel Wallace had been alive in pre-Columban days (which, as Euclid remarks, is absurd), he would readily have inferred, from the frequent occurrence",c
"power; it differs from it not in kind but merely in degree: it is talent at its best. There is no drawing a hard-and-fast line of demarcation between the two. You might just as well try to classify all mankind into tall men and short men, and then endeavour to prove that a real distinction existed in nature between your two artificial classes. As a matter of fact, men differ in height and in ability by infinitesimal gradations: some men are very short, others rather short, others medium-sized, others tall, and yet others again of portentous stature like Mr. Chang and Jacob Omnium. So, too, some men are idiots, some are next door to a fool, some are stupid, some are worthy people, some are intelligent, some are clever, and some geniuses. But genius is only the culminating point of ordinary cleverness, and if you were to try and draw",c
"the order of writing was reversed from left rightward. The use of wax tablets also, no doubt, helped forward the revolution, for in this case, too, the hand would cover and rub out the words written. The strict dependence of writing, indeed, upon the material employed is nowhere better shown than in the case of the Assyrian cuneiform inscriptions. The ordinary substitute for cream-laid note in the Euphrates valley in its palmy days was a clay or terra-cotta tablet, on which the words to be recorded--usually a deed of sale or something of the sort--were impressed while it was wet and then baked in, solid. And the method of impressing them was very simple; the workman merely pressed the end of his graver or wedge into the moist clay, thus giving rise to triangular marks which were arranged in the shapes of various letters. When alabaster, or any other hard",c
"purposes. But in doing this, we have so lowered the general constitutional vigour of the plants or animals that our vines fall an easy prey to oidium and phylloxera, our potatoes to the potato disease and the Colorado beetle; our sheep are stupid, our rabbits idiotic, our domestic breeds generally threatened with dangers to life and limb unknown to their wiry ancestors in the wild state. And when one comes to deal with the infinitely more complex individuality of man, what hope would there be of our improving the breed by deliberate selection? If we developed the intellect, we would probably stunt the physique or the moral nature; if we aimed at a general culture of all faculties alike, we would probably end by a Chinese uniformity of mediocre dead level. The balance of organs and faculties in a race is a very delicate organic equilibrium. How delicate we now",c
"habit of cross-examining their witnesses (as if they doubted them, forsooth!), instead of accepting the witnesses' own simple assertion that it's all right, and there's no need for making a fuss about it. Did you yourself see the block of stone in which the toad is said to have been found, before the toad himself was actually extracted? Did you examine it all round to make quite sure there was no hole, or crack, or passage in it anywhere? Did you satisfy yourself after the toad was released from his close quarters that no such hole, or crack, or passage had been dexterously closed up, with intent to deceive, by plaster, cement, or other artificial composition? Did you ever offer the workmen who found it a nominal reward--say five shillings--for the first perfectly unanswerable specimen of a genuine unadulterated antediluvian toad? Have you got the toad now present, and can",c
"it now exists, free choice, aided by natural selection, is actually improving every good point, and is for ever weeding out all the occasional failures and shortcomings of nature. For weakly children, feeble children, stupid children, heavy children, are undoubtedly born under this very régime of falling in love, whose average results I believe to be so highly beneficial. How is this? Well, one has to take into consideration two points in seeking for the solution of that obvious problem. In the first place, no instinct is absolutely perfect. All of them necessarily fail at some points. If on the average they do good, they are sufficiently justified. Now the material with which you have to start in this case is not perfect. Each man marries, even in favourable circumstances, not the abstractly best adapted woman in the world to supplement or counteract his individual peculiarities, but the best woman",c
"is that without vegetation there is no such thing as soil on earth anywhere. The top layer of the land in all ordinary and well-behaved countries is composed entirely of vegetable mould, the decaying remains of innumerable generations of weeds and grasses. Earth to earth is the rule of nature. Soil, in fact, consists entirely of dead leaves. And where there are no leaves to die and decay, there can be no mould or soil to speak of. Darwin showed, indeed, in his last great book, that we owe the whole earthy covering of our hills and plains almost entirely to the perennial exertions of that friend of the farmers, the harmless, necessary earthworm. Year after year the silent worker is busy every night pulling down leaves through his tunnelled burrow into his underground nest, and there converting them by means of his castings into the black mould which produces,",c
"could be sensibly defied by twenty yards of cylindrical iron tubing. Thenceforth the thunderbolt ceased to exist, save in poetry, country houses, and the most rural circles; even the electric fluid was generally relegated to the provincial press, where it still keeps company harmoniously with caloric, the devouring element, nature's abhorrence of a vacuum, and many other like philosophical fossils: while lightning itself, shorn of its former glories, could no longer wage impious war against cathedral towers, but was compelled to restrict itself to blasting a solitary rider now and again in the open fields, or drilling more holes in the already crumbling summit of Mount Ararat. Yet it will be a thousand years more, in all probability, before the last thunderbolt ceases to be shown as a curiosity here and there to marvelling visitors, and takes its proper place in some village museum as a belemnite, a meteoric stone,",c
"marsupials, which, as we know, actually form the sole indigenous mammalian population of Greater Britain beneath the Southern Cross. Of course, in the end, the mysterious and tremendous Captain Lawson proved to be a myth, an airy nothing upon whom imagination had bestowed a local habitation (in New Guinea) and a name (not to be found in the Army List). Wallace's Line was saved from reproach, and the intrusive rhinoceros was banished without appeal from the soil of Papua. After the deep belt of open sea was thus established between the bigger Australian continent and the Malayan region, however, the mammals of the great mainlands continued to develop on their own account, in accordance with the strictest Darwinian principles, among the wider plains of their own habitats. The competition there was fiercer and more general; the struggle for life was bloodier and more arduous. Hence, while the old-fashioned marsupials continued",c
"or entity providing it to you may choose to give you a second opportunity to receive the work electronically in lieu of a refund. If the second copy is also defective, you may demand a refund in writing without further opportunities to fix the problem. 1.F.4. Except for the limited right of replacement or refund set forth in paragraph 1.F.3, this work is provided to you 'AS-IS' WITH NO OTHER WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTIBILITY OR FITNESS FOR ANY PURPOSE. 1.F.5. Some states do not allow disclaimers of certain implied warranties or the exclusion or limitation of certain types of damages. If any disclaimer or limitation set forth in this agreement violates the law of the state applicable to this agreement, the agreement shall be interpreted to make the maximum disclaimer or limitation permitted by the applicable state law. The",c
"did not live down to the days of the earliest colonists, for remains of Maori encampments are still discovered, with the ashes of the fireplace even now unscattered, and the close-gnawed bones of the gigantic bird lying in the very spot where the natives left them after their destructive feasts. So, too, with the big sharks. Our modern carcharodon, who runs (as I have before noted) to forty feet in length, is a very respectable monster indeed, as times go; and his huge snapping teeth, which measure nearly two inches long by one and a half broad, would disdain to make two bites of the able-bodied British seaman. But the naturalists of the 'Challenger' expedition dredged up in numbers from the ooze of the Pacific similar teeth, five inches long by four wide, so that the sharks to which they originally belonged must, by parity of reasoning, have measured nearly",c
"ever yet seen an eel's egg, or caught a female eel in the spawning condition, or even observed a really adult male or female specimen of perfect development. All the eels ever found in fresh water are immature and undeveloped creatures. But eels do certainly spawn somewhere or other in the deep sea, and every year, in the course of the summer, flocks of young ones, known as elvers, ascend the rivers in enormous quantities, like a vast army under numberless leaders. At each tributary or affluent, be it river, brook, stream, or ditch, a proportionate detachment of the main body is given off to explore the various branches, while the central force wriggles its way up the chief channel, regardless of obstacles, with undiminished vigour. When the young elvers come to a weir, a wall, a floodgate, or a lasher, they simply squirm their way up the perpendicular barrier",c
"personages from his prior belief in ghosts and spirits, or whether, as Professor Max Müller will have it, he felt a deep yearning in his primitive savage breast toward the Infinite and the Unknowable (which he would doubtless have spelt, like the Professor, with a capital initial, had he been acquainted with the intricacies of the yet uninvented alphabet); but this much at least is pretty certain, that he looked upon the thunder and the lightning as in some sense the voice and the arrows of an aërial god. Now, this idea about the arrows is itself very significant of the mental attitude of primitive man, and of the way that mental attitude has coloured all subsequent thinking and superstition upon this very subject. Curiously enough, to the present day the conception of the thunderbolt is essentially one of a _bolt_--that is to say, an arrow, or at least an",c
"biscuits, anchovy paste, pepper-pot, mulligatawny soup, Worcestershire sauce, preserved ginger, hot pickles, fiery sherry, and neat cognac, is also a person with no digestion, a fragmentary liver, and very little chance of getting himself accepted by any safe and solvent insurance office. Throughout, the warning in itself is a useful one; it is we who foolishly and persistently disregard it. Alcohol, for example, tells us at once that it is bad for us; yet we manage so to dress it up with flavouring matters and dilute it with water that we overlook the fiery character of the spirit itself. But that alcohol is in itself a bad thing (when freely indulged in) has been so abundantly demonstrated in the history of mankind that it hardly needs any further proof. The middle region of the tongue is the part with which we experience sensations of taste proper--that is to say, of",c
"primitive Kantian and Laplacian evolutionism, this nebular theory of such exquisite concinnity, here reduced to its simplest terms and most elementary dimensions, has received many hard knocks from later astronomers, and has been a good deal bowled over, both on mathematical and astronomical grounds, by recent investigators of nebulæ and meteors. Observations on comets and on the sun's surface have lately shown that it contains in all likelihood a very considerable fanciful admixture. It isn't more than half true; and even the half now totters in places. Still, as a vehicle of popular exposition the crude nebular hypothesis in its rawest form serves a great deal better than the truth, so far as yet known, on the good old Greek principle of the half being often more than the whole. The great point which it impresses on the mind is the cardinal idea of the sun and planets, with their",c
